"Date(UTC)","Value"
"6/6/2021 3:46:00 PM","146202"
"6/6/2021 3:47:00 PM","147030"
"6/6/2021 3:48:00 PM","147353"
"6/6/2021 3:49:00 PM","147644"
"6/6/2021 3:50:00 PM","147543"
"6/6/2021 3:51:00 PM","147522"
"6/6/2021 3:52:00 PM","148001"
"6/6/2021 3:53:00 PM","148354"
"6/6/2021 3:54:00 PM","148201"
"6/6/2021 3:55:00 PM","145543"
"6/6/2021 3:56:00 PM","144152"
"6/6/2021 3:57:00 PM","144250"
"6/6/2021 3:58:00 PM","144235"
"6/6/2021 3:59:00 PM","144089"
"6/6/2021 4:00:00 PM","144393"
"6/6/2021 4:01:00 PM","144448"
"6/6/2021 4:02:00 PM","144937"
"6/6/2021 4:03:00 PM","144371"
"6/6/2021 4:04:00 PM","144793"
"6/6/2021 4:05:00 PM","144913"
"6/6/2021 4:06:00 PM","145116"
"6/6/2021 4:07:00 PM","144878"
"6/6/2021 4:08:00 PM","145445"
"6/6/2021 4:09:00 PM","144964"
"6/6/2021 4:10:00 PM","144947"
"6/6/2021 4:11:00 PM","145168"
"6/6/2021 4:12:00 PM","145167"
"6/6/2021 4:13:00 PM","145205"
"6/6/2021 4:14:00 PM","144921"
"6/6/2021 4:15:00 PM","145110"
"6/6/2021 4:16:00 PM","145438"
"6/6/2021 4:17:00 PM","145777"
"6/6/2021 4:18:00 PM","145764"
"6/6/2021 4:19:00 PM","146114"
"6/6/2021 4:20:00 PM","146273"
"6/6/2021 4:21:00 PM","145867"
"6/6/2021 4:22:00 PM","146320"
"6/6/2021 4:23:00 PM","146843"
"6/6/2021 4:24:00 PM","146880"
"6/6/2021 4:25:00 PM","146972"
"6/6/2021 4:26:00 PM","147127"
"6/6/2021 4:27:00 PM","147135"
"6/6/2021 4:28:00 PM","147318"
"6/6/2021 4:29:00 PM","146936"
"6/6/2021 4:30:00 PM","147116"
"6/6/2021 4:31:00 PM","147263"
"6/6/2021 4:32:00 PM","146949"
"6/6/2021 4:33:00 PM","146880"
"6/6/2021 4:34:00 PM","146606"
"6/6/2021 4:35:00 PM","146845"
"6/6/2021 4:36:00 PM","146832"
"6/6/2021 4:37:00 PM","145646"
"6/6/2021 4:38:00 PM","145732"
"6/6/2021 4:39:00 PM","146022"
"6/6/2021 4:40:00 PM","146177"
"6/6/2021 4:41:00 PM","145884"
"6/6/2021 4:42:00 PM","146109"
"6/6/2021 4:43:00 PM","146522"
"6/6/2021 4:44:00 PM","147153"
"6/6/2021 4:45:00 PM","146853"
"6/6/2021 4:46:00 PM","146801"
"6/6/2021 4:47:00 PM","147491"
"6/6/2021 4:48:00 PM","147500"
"6/6/2021 4:49:00 PM","147791"
"6/6/2021 4:50:00 PM","147555"
"6/6/2021 4:51:00 PM","147813"
"6/6/2021 4:52:00 PM","147595"
"6/6/2021 4:53:00 PM","147387"
"6/6/2021 4:55:00 PM","147679"
"6/6/2021 4:56:00 PM","147566"
"6/6/2021 4:57:00 PM","147051"
"6/6/2021 4:58:00 PM","147110"
"6/6/2021 4:59:00 PM","147571"
"6/6/2021 5:00:00 PM","147410"
"6/6/2021 5:01:00 PM","148018"
"6/6/2021 5:02:00 PM","147952"
"6/6/2021 5:03:00 PM","148256"
"6/6/2021 5:04:00 PM","148916"
"6/6/2021 5:05:00 PM","148895"
"6/6/2021 5:06:00 PM","149088"
"6/6/2021 5:07:00 PM","148538"
"6/6/2021 5:08:00 PM","148729"
"6/6/2021 5:09:00 PM","148920"
"6/6/2021 5:10:00 PM","149140"
"6/6/2021 5:11:00 PM","148949"
"6/6/2021 5:12:00 PM","149018"
"6/6/2021 5:13:00 PM","148888"
"6/6/2021 5:14:00 PM","149360"
"6/6/2021 5:15:00 PM","148276"
"6/6/2021 5:16:00 PM","147658"
"6/6/2021 5:17:00 PM","147565"
"6/6/2021 5:18:00 PM","148250"
"6/6/2021 5:19:00 PM","147609"
"6/6/2021 5:20:00 PM","147505"
"6/6/2021 5:21:00 PM","147837"
"6/6/2021 5:22:00 PM","148176"
"6/6/2021 5:23:00 PM","147838"
"6/6/2021 5:24:00 PM","148231"
"6/6/2021 5:25:00 PM","148322"
"6/6/2021 5:26:00 PM","148195"
"6/6/2021 5:27:00 PM","148408"
"6/6/2021 5:28:00 PM","148942"
"6/6/2021 5:29:00 PM","149248"
"6/6/2021 5:30:00 PM","149327"
"6/6/2021 5:31:00 PM","149526"
"6/6/2021 5:32:00 PM","149862"
"6/6/2021 5:33:00 PM","150330"
"6/6/2021 5:34:00 PM","150259"
"6/6/2021 5:35:00 PM","150156"
"6/6/2021 5:36:00 PM","150069"
"6/6/2021 5:37:00 PM","149875"
"6/6/2021 5:38:00 PM","149694"
"6/6/2021 5:39:00 PM","149040"
"6/6/2021 5:40:00 PM","149691"
"6/6/2021 5:41:00 PM","149826"
"6/6/2021 5:42:00 PM","149462"
"6/6/2021 5:43:00 PM","149637"
"6/6/2021 5:44:00 PM","149315"
"6/6/2021 5:45:00 PM","149529"
"6/6/2021 5:46:00 PM","148911"
"6/6/2021 5:47:00 PM","149058"
"6/6/2021 5:48:00 PM","149006"
"6/6/2021 5:49:00 PM","149301"
"6/6/2021 5:50:00 PM","149043"
"6/6/2021 5:51:00 PM","148888"
"6/6/2021 5:52:00 PM","148715"
"6/6/2021 5:53:00 PM","149083"
"6/6/2021 5:54:00 PM","148620"
"6/6/2021 5:55:00 PM","148840"
"6/6/2021 5:56:00 PM","148608"
"6/6/2021 5:57:00 PM","148217"
"6/6/2021 5:58:00 PM","148125"
"6/6/2021 5:59:00 PM","148781"
"6/6/2021 6:00:00 PM","148874"
"6/6/2021 6:01:00 PM","148325"
"6/6/2021 6:02:00 PM","148655"
"6/6/2021 6:03:00 PM","149077"
"6/6/2021 6:04:00 PM","149634"
"6/6/2021 6:05:00 PM","149335"
"6/6/2021 6:06:00 PM","148883"
"6/6/2021 6:07:00 PM","148979"
"6/6/2021 6:08:00 PM","149696"
"6/6/2021 6:09:00 PM","149716"
"6/6/2021 6:10:00 PM","149974"
"6/6/2021 6:11:00 PM","150024"
"6/6/2021 6:12:00 PM","149565"
"6/6/2021 6:13:00 PM","149678"
"6/6/2021 6:14:00 PM","149514"
"6/6/2021 6:15:00 PM","149317"
"6/6/2021 6:16:00 PM","149106"
"6/6/2021 6:17:00 PM","148922"
"6/6/2021 6:18:00 PM","149030"
"6/6/2021 6:19:00 PM","148841"
"6/6/2021 6:20:00 PM","148549"
"6/6/2021 6:21:00 PM","148392"
"6/6/2021 6:22:00 PM","148746"
"6/6/2021 6:23:00 PM","148945"
"6/6/2021 6:24:00 PM","149044"
"6/6/2021 6:25:00 PM","148881"
"6/6/2021 6:26:00 PM","148935"
"6/6/2021 6:27:00 PM","149055"
"6/6/2021 6:28:00 PM","149453"
"6/6/2021 6:29:00 PM","149435"
"6/6/2021 6:30:00 PM","149400"
"6/6/2021 6:31:00 PM","149020"
"6/6/2021 6:32:00 PM","148935"
"6/6/2021 6:33:00 PM","149089"
"6/6/2021 6:34:00 PM","149763"
"6/6/2021 6:35:00 PM","149714"
"6/6/2021 6:36:00 PM","149937"
"6/6/2021 6:37:00 PM","149754"
"6/6/2021 6:38:00 PM","149571"
"6/6/2021 6:39:00 PM","150121"
"6/6/2021 6:40:00 PM","149674"
"6/6/2021 6:41:00 PM","149929"
"6/6/2021 6:42:00 PM","149959"
"6/6/2021 6:43:00 PM","150446"
"6/6/2021 6:44:00 PM","150048"
"6/6/2021 6:45:00 PM","150229"
"6/6/2021 6:46:00 PM","150330"
"6/6/2021 6:47:00 PM","150499"
"6/6/2021 6:48:00 PM","150771"
"6/6/2021 6:49:00 PM","151286"
"6/6/2021 6:50:00 PM","150973"
"6/6/2021 6:51:00 PM","150761"
"6/6/2021 6:52:00 PM","151643"
"6/6/2021 6:53:00 PM","150944"
"6/6/2021 6:54:00 PM","151363"
"6/6/2021 6:55:00 PM","151562"
"6/6/2021 6:56:00 PM","151495"
"6/6/2021 6:57:00 PM","152395"
"6/6/2021 6:58:00 PM","151742"
"6/6/2021 6:59:00 PM","151870"
"6/6/2021 7:00:00 PM","152701"
"6/6/2021 7:01:00 PM","152781"
"6/6/2021 7:02:00 PM","153230"
"6/6/2021 7:03:00 PM","153244"
"6/6/2021 7:04:00 PM","153509"
"6/6/2021 7:05:00 PM","153481"
"6/6/2021 7:06:00 PM","154064"
"6/6/2021 7:07:00 PM","153477"
"6/6/2021 7:08:00 PM","154017"
"6/6/2021 7:09:00 PM","153950"
"6/6/2021 7:10:00 PM","153955"
"6/6/2021 7:11:00 PM","153825"
"6/6/2021 7:12:00 PM","153586"
"6/6/2021 7:13:00 PM","153518"
"6/6/2021 7:14:00 PM","153265"
"6/6/2021 7:15:00 PM","153060"
"6/6/2021 7:16:00 PM","152419"
"6/6/2021 7:17:00 PM","152970"
"6/6/2021 7:18:00 PM","153049"
"6/6/2021 7:19:00 PM","153542"
"6/6/2021 7:20:00 PM","153101"
"6/6/2021 7:21:00 PM","153025"
"6/6/2021 7:22:00 PM","152785"
"6/6/2021 7:23:00 PM","152720"
"6/6/2021 7:24:00 PM","152821"
"6/6/2021 7:25:00 PM","152707"
"6/6/2021 7:26:00 PM","152037"
"6/6/2021 7:27:00 PM","151983"
"6/6/2021 7:28:00 PM","152303"
"6/6/2021 7:29:00 PM","152520"
"6/6/2021 7:30:00 PM","152457"
"6/6/2021 7:31:00 PM","152850"
"6/6/2021 7:32:00 PM","153142"
"6/6/2021 7:33:00 PM","153111"
"6/6/2021 7:34:00 PM","153539"
"6/6/2021 7:35:00 PM","153345"
"6/6/2021 7:36:00 PM","153170"
"6/6/2021 7:37:00 PM","153183"
"6/6/2021 7:38:00 PM","153290"
"6/6/2021 7:39:00 PM","153420"
"6/6/2021 7:40:00 PM","150483"
"6/6/2021 7:41:00 PM","148837"
"6/6/2021 7:42:00 PM","149099"
"6/6/2021 7:43:00 PM","149218"
"6/6/2021 7:44:00 PM","150197"
"6/6/2021 7:45:00 PM","149796"
"6/6/2021 7:46:00 PM","149358"
"6/6/2021 7:47:00 PM","149175"
"6/6/2021 7:48:00 PM","149370"
"6/6/2021 7:49:00 PM","149864"
"6/6/2021 7:50:00 PM","150013"
"6/6/2021 7:51:00 PM","149552"
"6/6/2021 7:52:00 PM","150026"
"6/6/2021 7:53:00 PM","149621"
"6/6/2021 7:54:00 PM","149626"
"6/6/2021 7:55:00 PM","149835"
"6/6/2021 7:56:00 PM","149703"
"6/6/2021 7:57:00 PM","149778"
"6/6/2021 7:58:00 PM","149519"
"6/6/2021 7:59:00 PM","149756"
"6/6/2021 8:00:00 PM","148736"
"6/6/2021 8:01:00 PM","149247"
"6/6/2021 8:02:00 PM","149617"
"6/6/2021 8:03:00 PM","149492"
"6/6/2021 8:04:00 PM","149425"
"6/6/2021 8:05:00 PM","149587"
"6/6/2021 8:06:00 PM","149940"
"6/6/2021 8:07:00 PM","150039"
"6/6/2021 8:08:00 PM","149926"
"6/6/2021 8:09:00 PM","150212"
"6/6/2021 8:10:00 PM","150278"
"6/6/2021 8:11:00 PM","150260"
"6/6/2021 8:12:00 PM","150469"
"6/6/2021 8:13:00 PM","149965"
"6/6/2021 8:14:00 PM","149981"
"6/6/2021 8:15:00 PM","149811"
"6/6/2021 8:16:00 PM","150615"
"6/6/2021 8:17:00 PM","150647"
"6/6/2021 8:18:00 PM","150408"
"6/6/2021 8:19:00 PM","150166"
"6/6/2021 8:20:00 PM","150249"
"6/6/2021 8:21:00 PM","150206"
"6/6/2021 8:22:00 PM","150920"
"6/6/2021 8:23:00 PM","150717"
"6/6/2021 8:24:00 PM","150895"
"6/6/2021 8:25:00 PM","150855"
"6/6/2021 8:26:00 PM","151124"
"6/6/2021 8:27:00 PM","151234"
"6/6/2021 8:28:00 PM","151553"
"6/6/2021 8:29:00 PM","151446"
"6/6/2021 8:30:00 PM","151431"
"6/6/2021 8:31:00 PM","151574"
"6/6/2021 8:32:00 PM","151367"
"6/6/2021 8:33:00 PM","151725"
"6/6/2021 8:34:00 PM","151404"
"6/6/2021 8:35:00 PM","151249"
"6/6/2021 8:36:00 PM","151363"
"6/6/2021 8:37:00 PM","151798"
"6/6/2021 8:38:00 PM","151934"
"6/6/2021 8:39:00 PM","151752"
"6/6/2021 8:40:00 PM","151666"
"6/6/2021 8:41:00 PM","152011"
"6/6/2021 8:42:00 PM","151544"
"6/6/2021 8:43:00 PM","151345"
"6/6/2021 8:44:00 PM","150963"
"6/6/2021 8:45:00 PM","151581"
"6/6/2021 8:46:00 PM","150835"
"6/6/2021 8:47:00 PM","151092"
"6/6/2021 8:48:00 PM","151533"
"6/6/2021 8:49:00 PM","151647"
"6/6/2021 8:50:00 PM","151573"
"6/6/2021 8:51:00 PM","151719"
"6/6/2021 8:52:00 PM","151103"
"6/6/2021 8:53:00 PM","151427"
"6/6/2021 8:54:00 PM","151682"
"6/6/2021 8:55:00 PM","151871"
"6/6/2021 8:56:00 PM","152601"
"6/6/2021 8:57:00 PM","152514"
"6/6/2021 8:58:00 PM","153155"
"6/6/2021 8:59:00 PM","153316"
"6/6/2021 9:00:00 PM","153707"
"6/6/2021 9:01:00 PM","153921"
"6/6/2021 9:02:00 PM","154120"
"6/6/2021 9:03:00 PM","154088"
"6/6/2021 9:04:00 PM","153980"
"6/6/2021 9:05:00 PM","153494"
"6/6/2021 9:06:00 PM","153071"
"6/6/2021 9:07:00 PM","153438"
"6/6/2021 9:08:00 PM","153016"
"6/6/2021 9:09:00 PM","152971"
"6/6/2021 9:10:00 PM","153027"
"6/6/2021 9:11:00 PM","152907"
"6/6/2021 9:12:00 PM","153450"
"6/6/2021 9:13:00 PM","153439"
"6/6/2021 9:14:00 PM","153575"
"6/6/2021 9:15:00 PM","153751"
"6/6/2021 9:16:00 PM","153972"
"6/6/2021 9:17:00 PM","153671"
"6/6/2021 9:18:00 PM","153623"
"6/6/2021 9:19:00 PM","153465"
"6/6/2021 9:20:00 PM","153466"
"6/6/2021 9:21:00 PM","153489"
"6/6/2021 9:22:00 PM","153181"
"6/6/2021 9:23:00 PM","153182"
"6/6/2021 9:24:00 PM","152406"
"6/6/2021 9:25:00 PM","152333"
"6/6/2021 9:26:00 PM","152365"
"6/6/2021 9:27:00 PM","152420"
"6/6/2021 9:28:00 PM","153084"
"6/6/2021 9:29:00 PM","152730"
"6/6/2021 9:30:00 PM","152656"
"6/6/2021 9:31:00 PM","152786"
"6/6/2021 9:32:00 PM","152594"
"6/6/2021 9:33:00 PM","152619"
"6/6/2021 9:34:00 PM","152525"
"6/6/2021 9:35:00 PM","152451"
"6/6/2021 9:36:00 PM","152668"
"6/6/2021 9:37:00 PM","153159"
"6/6/2021 9:38:00 PM","153338"
"6/6/2021 9:39:00 PM","153323"
"6/6/2021 9:40:00 PM","153604"
"6/6/2021 9:41:00 PM","153596"
"6/6/2021 9:42:00 PM","153947"
"6/6/2021 9:43:00 PM","153564"
"6/6/2021 9:44:00 PM","153119"
"6/6/2021 9:45:00 PM","153650"
"6/6/2021 9:46:00 PM","153367"
"6/6/2021 9:47:00 PM","153570"
"6/6/2021 9:48:00 PM","153971"
"6/6/2021 9:49:00 PM","153899"
"6/6/2021 9:50:00 PM","153747"
"6/6/2021 9:51:00 PM","154300"
"6/6/2021 9:52:00 PM","154416"
"6/6/2021 9:53:00 PM","154868"
"6/6/2021 9:54:00 PM","154935"
"6/6/2021 9:55:00 PM","154790"
"6/6/2021 9:56:00 PM","154652"
"6/6/2021 9:57:00 PM","154543"
"6/6/2021 9:58:00 PM","154735"
"6/6/2021 9:59:00 PM","153790"
"6/6/2021 10:00:00 PM","153525"
"6/6/2021 10:01:00 PM","154075"
"6/6/2021 10:02:00 PM","154813"
"6/6/2021 10:03:00 PM","154082"
"6/6/2021 10:04:00 PM","154119"
"6/6/2021 10:05:00 PM","154095"
"6/6/2021 10:06:00 PM","154244"
"6/6/2021 10:07:00 PM","154348"
"6/6/2021 10:08:00 PM","154239"
"6/6/2021 10:09:00 PM","154428"
"6/6/2021 10:10:00 PM","154583"
"6/6/2021 10:11:00 PM","154767"
"6/6/2021 10:12:00 PM","155198"
"6/6/2021 10:13:00 PM","154862"
"6/6/2021 10:14:00 PM","154915"
"6/6/2021 10:15:00 PM","154944"
"6/6/2021 10:16:00 PM","154698"
"6/6/2021 10:17:00 PM","154626"
"6/6/2021 10:18:00 PM","155074"
"6/6/2021 10:19:00 PM","154588"
"6/6/2021 10:20:00 PM","154454"
"6/6/2021 10:21:00 PM","154168"
"6/6/2021 10:22:00 PM","153827"
"6/6/2021 10:23:00 PM","153849"
"6/6/2021 10:24:00 PM","153687"
"6/6/2021 10:25:00 PM","153939"
"6/6/2021 10:26:00 PM","154118"
"6/6/2021 10:27:00 PM","154651"
"6/6/2021 10:28:00 PM","155218"
"6/6/2021 10:29:00 PM","155015"
"6/6/2021 10:30:00 PM","154941"
"6/6/2021 10:31:00 PM","155225"
"6/6/2021 10:32:00 PM","155478"
"6/6/2021 10:33:00 PM","155343"
"6/6/2021 10:34:00 PM","155724"
"6/6/2021 10:35:00 PM","155393"
"6/6/2021 10:36:00 PM","155274"
"6/6/2021 10:37:00 PM","155346"
"6/6/2021 10:38:00 PM","154863"
"6/6/2021 10:39:00 PM","155321"
"6/6/2021 10:40:00 PM","155272"
"6/6/2021 10:41:00 PM","155519"
"6/6/2021 10:42:00 PM","155351"
"6/6/2021 10:43:00 PM","155218"
"6/6/2021 10:44:00 PM","155168"
"6/6/2021 10:45:00 PM","155460"
"6/6/2021 10:46:00 PM","155463"
"6/6/2021 10:47:00 PM","155639"
"6/6/2021 10:48:00 PM","155295"
"6/6/2021 10:49:00 PM","155554"
"6/6/2021 10:50:00 PM","155541"
"6/6/2021 10:51:00 PM","155391"
"6/6/2021 10:52:00 PM","154828"
"6/6/2021 10:53:00 PM","155210"
"6/6/2021 10:54:00 PM","154897"
"6/6/2021 10:55:00 PM","155164"
"6/6/2021 10:56:00 PM","154877"
"6/6/2021 10:57:00 PM","155947"
"6/6/2021 10:58:00 PM","157777"
"6/6/2021 10:59:00 PM","156976"
"6/6/2021 11:00:00 PM","156289"
"6/6/2021 11:01:00 PM","156409"
"6/6/2021 11:02:00 PM","156538"
"6/6/2021 11:03:00 PM","156362"
"6/6/2021 11:04:00 PM","156393"
"6/6/2021 11:05:00 PM","156449"
"6/6/2021 11:06:00 PM","156329"
"6/6/2021 11:07:00 PM","156496"
"6/6/2021 11:08:00 PM","156136"
"6/6/2021 11:09:00 PM","156015"
"6/6/2021 11:10:00 PM","155903"
"6/6/2021 11:11:00 PM","155824"
"6/6/2021 11:12:00 PM","156078"
"6/6/2021 11:13:00 PM","155840"
"6/6/2021 11:14:00 PM","155788"
"6/6/2021 11:15:00 PM","155943"
"6/6/2021 11:16:00 PM","155859"
"6/6/2021 11:17:00 PM","156684"
"6/6/2021 11:18:00 PM","156992"
"6/6/2021 11:19:00 PM","157123"
"6/6/2021 11:20:00 PM","157301"
"6/6/2021 11:21:00 PM","156885"
"6/6/2021 11:22:00 PM","157556"
"6/6/2021 11:23:00 PM","157497"
"6/6/2021 11:24:00 PM","157471"
"6/6/2021 11:25:00 PM","157643"
"6/6/2021 11:26:00 PM","157522"
"6/6/2021 11:27:00 PM","157410"
"6/6/2021 11:28:00 PM","157356"
"6/6/2021 11:29:00 PM","151734"
"6/6/2021 11:30:00 PM","151852"
"6/6/2021 11:31:00 PM","149970"
"6/6/2021 11:32:00 PM","149939"
"6/6/2021 11:33:00 PM","150078"
"6/6/2021 11:34:00 PM","150473"
"6/6/2021 11:35:00 PM","150332"
"6/6/2021 11:36:00 PM","150386"
"6/6/2021 11:37:00 PM","150219"
"6/6/2021 11:38:00 PM","150287"
"6/6/2021 11:39:00 PM","150739"
"6/6/2021 11:40:00 PM","151163"
"6/6/2021 11:41:00 PM","150301"
"6/6/2021 11:42:00 PM","150565"
"6/6/2021 11:43:00 PM","150911"
"6/6/2021 11:44:00 PM","150962"
"6/6/2021 11:45:00 PM","150355"
"6/6/2021 11:46:00 PM","150573"
"6/6/2021 11:47:00 PM","150807"
"6/6/2021 11:48:00 PM","150874"
"6/6/2021 11:49:00 PM","150606"
"6/6/2021 11:50:00 PM","150757"
"6/6/2021 11:51:00 PM","150461"
"6/6/2021 11:52:00 PM","150951"
"6/6/2021 11:53:00 PM","150838"
"6/6/2021 11:54:00 PM","150555"
"6/6/2021 11:55:00 PM","150733"
"6/6/2021 11:56:00 PM","151061"
"6/6/2021 11:57:00 PM","151412"
"6/6/2021 11:58:00 PM","151376"
"6/6/2021 11:59:00 PM","151504"
"6/7/2021","151456"
"6/7/2021 12:01:00 AM","151571"
"6/7/2021 12:02:00 AM","152222"
"6/7/2021 12:03:00 AM","152309"
"6/7/2021 12:04:00 AM","152192"
"6/7/2021 12:05:00 AM","152035"
"6/7/2021 12:06:00 AM","152156"
"6/7/2021 12:07:00 AM","151798"
"6/7/2021 12:08:00 AM","153573"
"6/7/2021 12:09:00 AM","151812"
"6/7/2021 12:10:00 AM","151983"
"6/7/2021 12:11:00 AM","152112"
"6/7/2021 12:12:00 AM","152482"
"6/7/2021 12:13:00 AM","152706"
"6/7/2021 12:14:00 AM","152890"
"6/7/2021 12:15:00 AM","152835"
"6/7/2021 12:16:00 AM","153068"
"6/7/2021 12:17:00 AM","152880"
"6/7/2021 12:18:00 AM","152924"
"6/7/2021 12:19:00 AM","153077"
"6/7/2021 12:20:00 AM","153292"
"6/7/2021 12:21:00 AM","153233"
"6/7/2021 12:22:00 AM","153125"
"6/7/2021 12:23:00 AM","152828"
"6/7/2021 12:24:00 AM","152922"
"6/7/2021 12:25:00 AM","153583"
"6/7/2021 12:26:00 AM","153349"
"6/7/2021 12:27:00 AM","153526"
"6/7/2021 12:28:00 AM","153583"
"6/7/2021 12:29:00 AM","153767"
"6/7/2021 12:30:00 AM","153558"
"6/7/2021 12:31:00 AM","153854"
"6/7/2021 12:32:00 AM","153860"
"6/7/2021 12:33:00 AM","154050"
"6/7/2021 12:34:00 AM","153351"
"6/7/2021 12:35:00 AM","153426"
"6/7/2021 12:36:00 AM","153366"
"6/7/2021 12:37:00 AM","153748"
"6/7/2021 12:38:00 AM","153710"
"6/7/2021 12:39:00 AM","153592"
"6/7/2021 12:40:00 AM","153817"
"6/7/2021 12:41:00 AM","154012"
"6/7/2021 12:42:00 AM","154084"
"6/7/2021 12:43:00 AM","154124"
"6/7/2021 12:44:00 AM","154295"
"6/7/2021 12:45:00 AM","154165"
"6/7/2021 12:46:00 AM","154312"
"6/7/2021 12:47:00 AM","154309"
"6/7/2021 12:48:00 AM","154664"
"6/7/2021 12:49:00 AM","154773"
"6/7/2021 12:50:00 AM","154902"
"6/7/2021 12:51:00 AM","154869"
"6/7/2021 12:52:00 AM","155595"
"6/7/2021 12:53:00 AM","155735"
"6/7/2021 12:54:00 AM","155754"
"6/7/2021 12:55:00 AM","156120"
"6/7/2021 12:56:00 AM","156296"
"6/7/2021 12:57:00 AM","155788"
"6/7/2021 12:58:00 AM","155864"
"6/7/2021 12:59:00 AM","155842"
"6/7/2021 1:00:00 AM","155889"
"6/7/2021 1:01:00 AM","155901"
"6/7/2021 1:02:00 AM","156079"
"6/7/2021 1:03:00 AM","155772"
"6/7/2021 1:04:00 AM","156018"
"6/7/2021 1:05:00 AM","156331"
"6/7/2021 1:06:00 AM","156211"
"6/7/2021 1:07:00 AM","156443"
"6/7/2021 1:08:00 AM","156321"
"6/7/2021 1:09:00 AM","155753"
"6/7/2021 1:10:00 AM","155596"
"6/7/2021 1:11:00 AM","155709"
"6/7/2021 1:12:00 AM","155586"
"6/7/2021 1:13:00 AM","155705"
"6/7/2021 1:14:00 AM","155496"
"6/7/2021 1:15:00 AM","154839"
"6/7/2021 1:16:00 AM","155070"
"6/7/2021 1:17:00 AM","154413"
"6/7/2021 1:18:00 AM","154355"
"6/7/2021 1:19:00 AM","154207"
"6/7/2021 1:20:00 AM","154595"
"6/7/2021 1:21:00 AM","154043"
"6/7/2021 1:22:00 AM","155034"
"6/7/2021 1:23:00 AM","154988"
"6/7/2021 1:24:00 AM","154717"
"6/7/2021 1:25:00 AM","154675"
"6/7/2021 1:26:00 AM","154687"
"6/7/2021 1:27:00 AM","154844"
"6/7/2021 1:28:00 AM","154745"
"6/7/2021 1:29:00 AM","154822"
"6/7/2021 1:30:00 AM","154992"
"6/7/2021 1:31:00 AM","155155"
"6/7/2021 1:32:00 AM","155096"
"6/7/2021 1:33:00 AM","155583"
"6/7/2021 1:34:00 AM","156087"
"6/7/2021 1:35:00 AM","155625"
"6/7/2021 1:36:00 AM","155932"
"6/7/2021 1:37:00 AM","155916"
"6/7/2021 1:38:00 AM","155630"
"6/7/2021 1:39:00 AM","155854"
"6/7/2021 1:40:00 AM","155990"
"6/7/2021 1:41:00 AM","155496"
"6/7/2021 1:42:00 AM","155396"
"6/7/2021 1:43:00 AM","155497"
"6/7/2021 1:44:00 AM","155162"
"6/7/2021 1:45:00 AM","156226"
"6/7/2021 1:46:00 AM","155027"
"6/7/2021 1:47:00 AM","155554"
"6/7/2021 1:48:00 AM","155646"
"6/7/2021 1:49:00 AM","155917"
"6/7/2021 1:50:00 AM","155758"
"6/7/2021 1:51:00 AM","156005"
"6/7/2021 1:52:00 AM","155856"
"6/7/2021 1:53:00 AM","155906"
"6/7/2021 1:54:00 AM","156236"
"6/7/2021 1:55:00 AM","155890"
"6/7/2021 1:56:00 AM","155974"
"6/7/2021 1:57:00 AM","156533"
"6/7/2021 1:58:00 AM","156316"
"6/7/2021 1:59:00 AM","156782"
"6/7/2021 2:00:00 AM","156285"
"6/7/2021 2:01:00 AM","155786"
"6/7/2021 2:02:00 AM","155510"
"6/7/2021 2:03:00 AM","155950"
"6/7/2021 2:04:00 AM","155758"
"6/7/2021 2:05:00 AM","156087"
"6/7/2021 2:06:00 AM","156564"
"6/7/2021 2:07:00 AM","156494"
"6/7/2021 2:08:00 AM","157159"
"6/7/2021 2:09:00 AM","156670"
"6/7/2021 2:10:00 AM","156611"
"6/7/2021 2:11:00 AM","156592"
"6/7/2021 2:12:00 AM","157013"
"6/7/2021 2:13:00 AM","156743"
"6/7/2021 2:14:00 AM","157231"
"6/7/2021 2:15:00 AM","157235"
"6/7/2021 2:16:00 AM","156751"
"6/7/2021 2:17:00 AM","156976"
"6/7/2021 2:18:00 AM","156858"
"6/7/2021 2:19:00 AM","156791"
"6/7/2021 2:20:00 AM","156752"
"6/7/2021 2:21:00 AM","157290"
"6/7/2021 2:22:00 AM","157513"
"6/7/2021 2:23:00 AM","157512"
"6/7/2021 2:24:00 AM","157757"
"6/7/2021 2:25:00 AM","158006"
"6/7/2021 2:26:00 AM","157869"
"6/7/2021 2:27:00 AM","157620"
"6/7/2021 2:28:00 AM","157272"
"6/7/2021 2:29:00 AM","157343"
"6/7/2021 2:30:00 AM","156916"
"6/7/2021 2:31:00 AM","156615"
"6/7/2021 2:32:00 AM","157039"
"6/7/2021 2:33:00 AM","157233"
"6/7/2021 2:34:00 AM","157789"
"6/7/2021 2:35:00 AM","157475"
"6/7/2021 2:36:00 AM","157439"
"6/7/2021 2:37:00 AM","157754"
"6/7/2021 2:38:00 AM","158041"
"6/7/2021 2:39:00 AM","158293"
"6/7/2021 2:40:00 AM","157910"
"6/7/2021 2:41:00 AM","157362"
"6/7/2021 2:42:00 AM","157649"
"6/7/2021 2:43:00 AM","158029"
"6/7/2021 2:44:00 AM","158191"
"6/7/2021 2:45:00 AM","158346"
"6/7/2021 2:46:00 AM","157324"
"6/7/2021 2:47:00 AM","157527"
"6/7/2021 2:48:00 AM","157284"
"6/7/2021 2:49:00 AM","157116"
"6/7/2021 2:50:00 AM","157146"
"6/7/2021 2:51:00 AM","156688"
"6/7/2021 2:52:00 AM","157381"
