Trade Date,Index Value,High,Low,Total Market Value,Dividend Market Value
2/15/2019,172.3,172.76,170.91,1.27737E+11,1437178
2/14/2019,170.82,172.16,170.81,1.26373E+11,1525812
2/13/2019,172.3,173.81,171.76,1.2745E+11,785367
2/12/2019,172.84,173.4,172.39,1.27623E+11,274094
2/11/2019,171.66,172.08,170.67,1.26743E+11,0
2/8/2019,171.01,171.2,169.93,1.25989E+11,32692
2/7/2019,170.35,171.76,169.6,1.25488E+11,4938416
2/6/2019,172.09,174.46,171.37,1.26733E+11,5021666
2/5/2019,176.17,178.57,176.17,1.29728E+11,673122
2/4/2019,178.01,178.01,176.16,1.31003E+11,0
2/1/2019,177.96,180.4,177.96,1.30964E+11,9381024
1/31/2019,179.79,179.79,173.5,1.3231E+11,2401852
1/30/2019,174.28,174.28,170.76,1.28235E+11,7301158
1/29/2019,171.43,172.42,170.07,1.26139E+11,0
1/28/2019,170.31,170.52,168.35,1.25123E+11,878024
1/25/2019,168.7,168.78,167.19,1.23939E+11,11598111
1/24/2019,166.84,166.84,165.81,1.22581E+11,1157037
1/23/2019,166.16,169,165.9,1.22072E+11,0
1/22/2019,167.88,171.14,166.74,1.22974E+11,0
1/18/2019,171,171.86,170.01,1.2526E+11,1386138
1/17/2019,169.78,172.41,169.57,1.24211E+11,806074
1/16/2019,172.58,173.8,171.67,1.26028E+11,0
1/15/2019,174.53,176.09,171.54,1.27373E+11,545233
1/14/2019,174.44,183.36,174.11,1.27284E+11,0
1/11/2019,180.62,191.78,180.62,1.31795E+11,32692
1/10/2019,185.07,207.26,178.43,1.35025E+11,1455574
1/9/2019,178.25,184.26,164.89,1.2984E+11,0
1/8/2019,164,164.33,161.99,1.17908E+11,826638
1/7/2019,162.16,162.51,159.46,1.16589E+11,1037843
1/4/2019,158.14,159.2,154.33,1.14023E+11,697208
1/3/2019,152.43,153.76,151.7,1.09896E+11,0
1/2/2019,153.87,153.87,149.28,1.10838E+11,4332809
12/31/2018,150.76,151,148.92,1.09079E+11,0
12/28/2018,148.66,149.55,146.57,1.07503E+11,2552421
12/27/2018,146.31,146.69,143.56,1.05456E+11,1285529
12/26/2018,146.24,146.53,141.69,1.05337E+11,0
12/24/2018,141.15,142.72,140.9,1.01615E+11,0
12/21/2018,142.49,145.84,142.27,1.02505E+11,190094
12/20/2018,145.8,149.79,145.09,1.05013E+11,1331607
12/19/2018,149.88,154.03,149.61,1.07858E+11,0
12/18/2018,152.6,155.65,152.52,1.10488E+11,0
12/17/2018,154.8,158.71,154.8,1.1269E+11,0
12/14/2018,158.74,160.52,158.36,1.15507E+11,527957
12/13/2018,160.94,164.53,160.94,1.17418E+11,11004446
12/12/2018,163.99,165.33,163.83,1.19936E+11,0
12/11/2018,162.44,164.4,161.56,1.18795E+11,545192
12/10/2018,162.4,163.45,160.65,1.18257E+11,0
12/7/2018,163.22,166.64,162.91,1.18921E+11,746592
12/6/2018,165.66,165.87,164.03,1.20724E+11,1656222
12/4/2018,167.26,173.23,167.26,1.21531E+11,0
12/3/2018,173.38,174.38,172.3,1.25945E+11,570176
11/30/2018,171.27,171.7,170.03,1.24408E+11,11616276
11/29/2018,170.35,171.06,169.17,1.23542E+11,3494844
11/28/2018,170.54,170.67,166.1,1.23323E+11,302086
11/27/2018,166.34,167.6,166.3,1.19577E+11,1074752
11/26/2018,168.06,168.99,167.57,1.20802E+11,0
11/23/2018,167.09,167.58,165.42,1.19877E+11,4383524
11/21/2018,166.74,167.23,164.93,1.19214E+11,530123
11/20/2018,164.4,166.28,164.07,1.17414E+11,0
11/19/2018,167.49,170.94,167.47,1.19579E+11,2569331
11/16/2018,171.3,171.59,169.78,1.2228E+11,1845918
11/15/2018,170.99,170.99,168.07,1.21661E+11,1529812
11/14/2018,168.54,171.48,168.13,1.19898E+11,1230418
11/13/2018,170.03,173.12,170.03,1.21019E+11,0
11/12/2018,171.59,176.07,171.59,1.22107E+11,0
11/9/2018,176.42,178.83,175.62,1.25262E+11,5008507
11/8/2018,179.58,181.01,179.28,1.27106E+11,585466
11/7/2018,180.68,180.69,179.37,1.28291E+11,3781219
11/6/2018,179.58,179.99,178.55,1.2733E+11,355574
11/5/2018,179.25,180.73,178.83,1.26897E+11,2057631
11/2/2018,180,181.29,179.68,1.27232E+11,1060114
11/1/2018,179.9,179.9,175.92,1.27144E+11,2441840
10/31/2018,175.27,175.74,174.31,1.23484E+11,13218195
10/30/2018,171.97,171.97,169.57,1.21103E+11,1752312
10/29/2018,169.9,173.74,168.41,1.19646E+11,760505
10/26/2018,172.09,173.07,169.76,1.21209E+11,16402256
10/25/2018,172.9,173.47,170.97,1.21761E+11,5185834
10/24/2018,170.2,176.72,170.2,1.19834E+11,107695
10/23/2018,176.45,177.68,173.52,1.23786E+11,0
10/22/2018,177.43,179.32,176.91,1.24422E+11,971202
10/19/2018,178.41,182,178.41,1.25102E+11,546805
10/18/2018,181.21,183.95,180.74,1.26936E+11,260845
10/17/2018,183.85,183.93,181.92,1.28653E+11,1479956
10/16/2018,184.46,184.65,181.44,1.29016E+11,0
10/15/2018,180.68,181.14,179.07,1.26373E+11,9955811
10/12/2018,180.41,182.27,178.69,1.51856E+11,32689
10/11/2018,178.15,181.46,178.15,1.49953E+11,1368391
10/10/2018,179.79,186.81,179.79,1.51331E+11,0
10/9/2018,186.7,188.42,185.39,1.57102E+11,5467114
10/8/2018,186.13,188.46,184.41,1.56617E+11,0
10/5/2018,188.62,191.95,187.16,1.58788E+11,1748748
10/4/2018,190.64,194.33,190.4,1.6049E+11,557509
10/3/2018,194.28,194.88,191.38,1.63545E+11,0
10/2/2018,193.7,197.25,193.26,1.63065E+11,0
10/1/2018,198.01,200.5,197.61,1.66112E+11,1296947
9/28/2018,198.22,200.18,197.1,1.65359E+11,380187
9/27/2018,199.46,199.79,197.89,1.66368E+11,359489
9/26/2018,198.65,200.84,198.65,1.65719E+11,1285529
9/25/2018,200.33,201.78,200.33,1.65902E+11,0
9/24/2018,200.35,200.4,197.52,1.65729E+11,0
9/21/2018,197.86,199.46,197.59,1.6301E+11,483926
9/20/2018,199.5,199.97,198.47,1.64119E+11,0
9/19/2018,197.7,198.76,197.05,1.62645E+11,1474167
9/18/2018,198,199.73,196.78,1.62907E+11,0
9/17/2018,197.35,199.46,197.28,1.62379E+11,495265
9/14/2018,198.77,199.64,196.59,1.63275E+11,0
9/13/2018,196.52,201.97,195.99,1.61275E+11,9281766
9/12/2018,199.03,199.11,195.47,1.62833E+11,0
9/11/2018,197.34,197.9,195.94,1.61454E+11,0
9/10/2018,196.71,196.87,194.47,1.60949E+11,0
9/7/2018,193.58,195.85,192.69,1.58188E+11,732601
9/6/2018,194.18,196.94,194.18,1.58245E+11,1871695
9/5/2018,197.04,200.25,194.53,1.60596E+11,3484856
9/4/2018,197.86,198.01,194.64,1.61215E+11,138334
8/31/2018,194.69,195.24,193.21,1.59007E+11,11255599
8/30/2018,193.57,194.72,193.57,1.58089E+11,3405934
8/29/2018,193.9,194.02,191.67,1.58293E+11,1618917
8/28/2018,192.5,193.6,190.6,1.57206E+11,169771
8/27/2018,192,194.18,191.15,1.57738E+11,380187
8/24/2018,189.73,190.12,187.79,1.56751E+11,2329394
8/23/2018,186.91,187.56,185.76,1.54752E+11,530030
8/22/2018,185.33,185.33,182.74,1.53325E+11,0
8/21/2018,181.59,181.77,179.42,1.4989E+11,0
8/20/2018,179.29,179.59,177.89,1.4795E+11,0
8/17/2018,178.8,178.83,177.19,1.47477E+11,1319783
8/16/2018,178,178.55,177.68,1.46453E+11,1325192
8/15/2018,177.31,180.14,176.92,1.4606E+11,780853
8/14/2018,180.55,180.55,179.41,1.48562E+11,1205135
8/13/2018,179.11,181.04,178.77,1.47224E+11,1706414
8/10/2018,180.12,180.94,179.89,1.48031E+11,2725523
8/9/2018,180.79,182.06,180.65,1.48827E+11,872231
8/8/2018,181.25,182.61,180.78,1.4912E+11,0
8/7/2018,182.19,182.8,180.12,1.49881E+11,517433
8/6/2018,180.05,180.05,177.79,1.48049E+11,988570
8/3/2018,177.84,180.36,177.84,1.46226E+11,3114804
8/2/2018,179.81,179.81,177.48,1.47845E+11,3545323
8/1/2018,180.04,180.81,179.28,1.47978E+11,2627391
7/31/2018,179.89,181.17,178.96,1.47854E+11,2401757
7/30/2018,180.47,182.54,180.46,1.48119E+11,1988779
7/27/2018,181.38,185.69,180.78,1.48777E+11,15613004
7/26/2018,184.54,185.15,182.6,1.51258E+11,1093731
7/25/2018,181.89,182.18,180.95,1.49059E+11,1041905
7/24/2018,181.89,185.05,181.75,1.482E+11,467342
7/23/2018,184.38,184.61,183.52,1.50222E+11,923381
7/20/2018,184.29,185.31,184.16,1.50148E+11,547983
7/19/2018,184.54,184.85,183.51,1.50059E+11,258125
7/18/2018,183.97,184.45,182.98,1.49518E+11,0
7/17/2018,184.43,184.68,183.47,1.49622E+11,0
7/16/2018,183.88,185.28,183.5,1.49088E+11,0
7/13/2018,185.11,186.1,185.03,1.49829E+11,32689
7/12/2018,185.84,186.16,185.25,1.50537E+11,1123416
7/11/2018,184.93,186.06,184.88,1.49749E+11,0
7/10/2018,186.44,188.46,186.09,1.5079E+11,0
7/9/2018,187.73,188.37,186.73,1.5176E+11,5693638
7/6/2018,186.93,187.68,185.36,1.51064E+11,1381414
7/5/2018,185.51,185.64,183.9,1.49644E+11,1218432
7/3/2018,184,184.59,183.04,1.48352E+11,0
7/2/2018,183.12,183.25,180.99,1.47497E+11,0
6/29/2018,182.39,184.18,182.13,1.46757E+11,0
6/28/2018,183.53,183.74,181.59,1.47586E+11,6063330
6/27/2018,182.8,187.47,182.71,1.46803E+11,0
6/26/2018,186.84,187.43,185.2,1.49779E+11,0
6/25/2018,185.25,188.46,184.11,1.4839E+11,1416006
6/22/2018,189.5,189.5,187.27,1.51607E+11,0
6/21/2018,187.75,191.46,187.36,1.50186E+11,0
6/20/2018,190.29,190.93,189.86,1.50864E+11,0
6/19/2018,189.65,189.65,188.18,1.50383E+11,0
6/18/2018,190.14,190.86,188.92,1.50758E+11,0
6/15/2018,190.02,190.26,188.63,1.50593E+11,0
6/14/2018,189.64,191.57,189.27,1.50285E+11,8825289
6/13/2018,190.69,191.82,189.62,1.49642E+11,0
6/12/2018,189.47,190.1,188.83,1.48561E+11,0
6/11/2018,188.26,188.67,187.59,1.47318E+11,0
6/8/2018,187.42,187.88,185.77,1.46663E+11,32689
6/7/2018,186.69,189.8,186.17,1.45479E+11,4521450
6/6/2018,189.3,189.53,188.31,1.47405E+11,0
6/5/2018,187.5,187.5,185.73,1.47049E+11,137859
6/4/2018,185.75,186.5,184.69,1.45737E+11,0
6/1/2018,185.44,185.44,183.78,1.46316E+11,8442760
5/31/2018,183.35,184.57,181.88,1.44404E+11,8457010
5/30/2018,180.83,181.29,178.77,1.42688E+11,2045241
5/29/2018,178.1,178.8,177.16,1.40692E+11,170372
5/25/2018,178.81,179.01,178.28,1.4137E+11,0
5/24/2018,179.32,179.32,177.9,1.41613E+11,3838382
5/23/2018,178.74,179.41,178.24,1.42375E+11,0
5/22/2018,178.75,180.23,178.72,1.42277E+11,0
5/21/2018,179.69,181.15,179.32,1.42995E+11,2564756
5/18/2018,179.91,181.01,179.49,1.43237E+11,5363301
5/17/2018,179.93,179.93,178.67,1.43242E+11,1450889
5/16/2018,178.77,179.01,177.66,1.42298E+11,780780
5/15/2018,177.43,177.63,176.13,1.41168E+11,0
5/14/2018,176.89,177.3,176.53,1.40647E+11,2575622
5/11/2018,176.18,176.67,175.48,1.40027E+11,27828924
5/10/2018,176.89,177.76,176.61,1.40576E+11,1975550
5/9/2018,176.9,176.96,175.22,1.40577E+11,2214674
5/8/2018,175.02,175.02,173.62,1.3897E+11,0
5/7/2018,175.31,175.99,174.36,1.39168E+11,988570
5/4/2018,173.6,173.81,171.45,1.37711E+11,1802572
5/3/2018,171.55,173.22,170.97,1.36048E+11,3321517
5/2/2018,172.88,173.78,171.93,1.36919E+11,1968759
5/1/2018,172.61,172.61,170.64,1.3657E+11,467342
4/30/2018,171.94,173.62,171.83,1.35959E+11,2401757
4/27/2018,173.07,173.44,172.26,1.36804E+11,13118319
4/26/2018,172.15,172.7,171.41,1.36081E+11,0
4/25/2018,170.1,170.76,169.2,1.34421E+11,0
4/24/2018,170.94,173.36,169.99,1.35072E+11,1039561
4/23/2018,172.77,173.28,171.91,1.36715E+11,1805527
4/20/2018,172.69,173.43,172.31,1.36656E+11,509811
4/19/2018,173.19,174.24,172.94,1.37049E+11,257555
4/18/2018,174.51,175.5,174.12,1.37852E+11,0
4/17/2018,173.79,174.16,172.29,1.37118E+11,0
4/16/2018,171.57,171.68,170.33,1.35466E+11,0
4/13/2018,170.77,172.34,170.15,1.35974E+11,32686
4/12/2018,171.72,172.06,170.38,1.36861E+11,962638
4/11/2018,169.93,170.63,168.89,1.35305E+11,0
4/10/2018,169.77,170.29,167.77,1.35127E+11,0
4/9/2018,166.78,168.52,166.69,1.32671E+11,2648371
4/6/2018,166.16,168.37,165.12,1.32167E+11,556751
4/5/2018,168.14,168.75,167.53,1.33714E+11,0
4/4/2018,166.51,166.83,162.46,1.32389E+11,0
4/3/2018,164.85,165.11,163.19,1.30699E+11,0
4/2/2018,163.87,167.25,163,1.29997E+11,118768
3/29/2018,167.44,168.26,166.67,1.32706E+11,748632
3/28/2018,166.92,169.64,166.4,1.32263E+11,6613619
3/27/2018,168.91,173.9,168.62,1.32449E+11,380187
3/26/2018,175.32,177.23,172.86,1.36796E+11,1204577
3/23/2018,175.17,177.66,175.11,1.36667E+11,1067634
3/22/2018,177.06,178.48,176.72,1.38092E+11,394041
3/21/2018,178.78,179.43,177.46,1.39418E+11,0
3/20/2018,177.28,178.93,177.21,1.38735E+11,0
3/19/2018,178.34,179.43,176.96,1.39569E+11,0
3/16/2018,179.38,179.38,177.13,1.40067E+11,823808
3/15/2018,177.54,179.59,176.98,1.38655E+11,7319459
3/14/2018,178.98,180.77,178.85,1.37985E+11,4130878
3/13/2018,179.98,181.49,179.65,1.38519E+11,124953
3/12/2018,180.88,181.01,179.89,1.38453E+11,0
3/9/2018,179.58,179.58,178.35,1.37447E+11,32686
3/8/2018,178.14,178.84,177.2,1.36179E+11,3470447
3/7/2018,177.81,178.75,175.66,1.3592E+11,1151404
3/6/2018,176.65,176.92,175.54,1.3459E+11,3154201
3/5/2018,176.24,176.37,174.16,1.34088E+11,0
3/2/2018,174.58,174.58,170.22,1.32819E+11,7798358
3/1/2018,172.15,173.56,170.66,1.30966E+11,600257
2/28/2018,172.93,175.7,172.93,1.31503E+11,6686183
2/27/2018,174.84,176.88,174.84,1.32833E+11,2664416
2/26/2018,176.16,176.16,174.47,1.33525E+11,1474446
2/23/2018,174.78,174.78,173.53,1.3229E+11,0
2/22/2018,173.78,175.18,173.69,1.31368E+11,0
2/21/2018,174.02,175.87,173.95,1.31584E+11,0
2/20/2018,174.27,176.57,174.19,1.31618E+11,0
2/16/2018,176.48,177.89,176.13,1.329E+11,2499986
2/15/2018,177.72,177.72,175.5,1.33768E+11,359085
2/14/2018,176.4,176.53,172.06,1.32556E+11,829102
2/13/2018,173.47,173.54,172.45,1.3028E+11,529633
2/12/2018,173.26,174.03,171.7,1.30064E+11,1329200
2/9/2018,171.05,172.79,166.96,1.27824E+11,614065
2/8/2018,171.06,176.74,170.92,1.29341E+11,1688703
2/7/2018,176.08,177.09,175.54,1.33141E+11,3485751
2/6/2018,175.99,176.29,169.79,1.32976E+11,404239
2/5/2018,173.74,178.93,173.2,1.31171E+11,790551
2/2/2018,180.16,182.78,180.15,1.35959E+11,1622315
2/1/2018,184.09,185.29,183.25,1.38844E+11,3004707
1/31/2018,184.48,186.03,184.09,1.39107E+11,2978402
1/30/2018,184.45,185.16,183.73,1.39086E+11,1192396
1/29/2018,186.8,187.76,186.56,1.40838E+11,0
1/26/2018,187.01,187.18,186.44,1.41284E+11,14724566
1/25/2018,186.03,187.82,185.76,1.40376E+11,1037559
1/24/2018,186.88,188.83,186.54,1.41024E+11,0
1/23/2018,188.34,188.66,187.59,1.42053E+11,0
1/22/2018,187.88,187.9,186.75,1.41694E+11,711965
1/19/2018,186.72,186.72,184.99,1.40821E+11,231379
1/18/2018,185.09,185.58,184.71,1.39353E+11,0
1/17/2018,184.48,184.48,182.33,1.38923E+11,0
1/16/2018,183.85,187.23,183.73,1.38406E+11,389452
1/12/2018,185.99,186.84,185.92,1.39933E+11,32745
1/11/2018,186.96,187.81,185.53,1.40139E+11,1631690
1/10/2018,185.35,185.51,183.64,1.38935E+11,0
1/9/2018,184.43,184.89,183.54,1.38062E+11,541334
1/8/2018,184.25,185.04,183.59,1.37927E+11,0
1/5/2018,185.44,186.14,184.97,1.38811E+11,0
1/4/2018,185.28,186.01,184.15,1.38662E+11,0
1/3/2018,184.23,185.27,183.79,1.37855E+11,0
1/2/2018,182.73,182.73,178.99,1.36461E+11,0
12/29/2017,178.71,181.07,178.71,1.34049E+11,747672
12/28/2017,180.37,181.55,180.37,1.35292E+11,9736366
12/27/2017,181.07,183.51,180.39,1.35798E+11,3723884
12/26/2017,181.66,181.99,178.42,1.36131E+11,0
12/22/2017,178.14,178.14,175.95,1.33493E+11,1204668
12/21/2017,177.97,184.47,176.17,1.33689E+11,181287
12/20/2017,183.17,184.23,181.77,1.37784E+11,0
12/19/2017,181.16,182.75,179.21,1.36167E+11,0
12/18/2017,179,180.59,173.56,1.34505E+11,0
12/15/2017,171.62,171.9,168.34,1.287E+11,0
12/14/2017,168.11,169.35,167.49,1.26061E+11,6203656
12/13/2017,168.11,169.43,165.65,1.25836E+11,1053020
12/12/2017,165.61,166.59,165.49,1.23878E+11,0
12/11/2017,166,166.97,166,1.24192E+11,32745
12/8/2017,166.46,166.97,166.09,1.24155E+11,0
12/7/2017,166.25,166.75,164.86,1.23796E+11,3410633
12/6/2017,164.83,166.66,164.73,1.22721E+11,0
12/5/2017,166.22,168.25,166.03,1.23743E+11,124953
12/4/2017,167.9,172.29,167.73,1.24854E+11,0
12/1/2017,173.6,175.05,171.48,1.29091E+11,15262562
11/30/2017,174.59,175.16,174.17,1.30282E+11,4493812
11/29/2017,173.59,0,0,1.29715E+11,2299193
11/28/2017,174.18,174.18,172.95,1.29992E+11,138776
11/27/2017,173.64,175.07,173.56,1.29568E+11,867194
11/24/2017,174.29,174.78,173.88,1.30027E+11,0
11/22/2017,174.24,174.24,173.34,1.29783E+11,0
11/21/2017,173.23,173.85,172.61,1.28773E+11,6212258
11/20/2017,172,172,170.95,1.27862E+11,0
11/17/2017,171.24,171.58,170.1,1.26285E+11,5991171
11/16/2017,170.25,170.62,168.99,1.2552E+11,0
11/15/2017,168.25,168.62,166.88,1.24023E+11,0
11/14/2017,168.75,169.36,167.97,1.24171E+11,1526027
11/13/2017,169.42,169.81,169.02,1.24567E+11,1361027
11/10/2017,170.24,170.84,169.77,1.25085E+11,1067505
11/9/2017,169.78,170.71,168.83,1.24746E+11,2524118
11/8/2017,170.77,171.11,170.14,1.25476E+11,913881
11/7/2017,171.75,173.81,171.74,1.26153E+11,0
11/6/2017,173.2,173.3,172.31,1.26944E+11,128077
11/3/2017,171.32,171.32,169.59,1.2556E+11,3441159
11/2/2017,170.09,170.09,168.84,1.24604E+11,2808730
11/1/2017,169.31,172.07,168.69,1.2345E+11,1918628
10/31/2017,171.23,171.31,169.84,1.24451E+11,3616440
10/30/2017,169.01,170.91,168.49,1.22837E+11,2937940
10/27/2017,171.49,171.49,169.66,1.24174E+11,8006950
10/26/2017,169.91,171.04,169.71,1.23071E+11,2499986
10/25/2017,170.96,172.59,170.04,1.23656E+11,0
10/24/2017,174.15,175.4,174.15,1.25975E+11,0
10/23/2017,174.64,175.89,174.64,1.26853E+11,0
10/20/2017,175.21,175.61,174.95,1.26954E+11,4284249
10/19/2017,174.95,174.95,173.76,1.26406E+11,0
10/18/2017,175.21,176.09,174.88,1.26771E+11,0
10/17/2017,175.16,176.99,175.16,1.26811E+11,389452
10/16/2017,176.81,178.06,176.55,1.27992E+11,711955
10/13/2017,177.61,179.19,177.4,1.28627E+11,32784
10/12/2017,179.01,180.09,179.01,1.29903E+11,1155144
10/11/2017,179.86,180,179.44,1.30436E+11,0
10/10/2017,179.25,179.25,178.03,1.29928E+11,3657374
