https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1605916800000,2020-11-21 00:00:00,SOL/USDT,2.1079,2.5204,2.0313,2.3991,14596123,33386562.0977,119642
1605830400000,2020-11-20 00:00:00,SOL/USDT,2.0802,2.2445,2.0515,2.1052,8621112,18530264.2909,80886
1605744000000,2020-11-19 00:00:00,SOL/USDT,2.1151,2.1883,2.0125,2.0797,8017468,16794637.9434,74369
1605657600000,2020-11-18 00:00:00,SOL/USDT,2.2041,2.2246,1.9977,2.1166,9500906,20027311.2763,99419
1605571200000,2020-11-17 00:00:00,SOL/USDT,2.2681,2.3431,2.1263,2.2070,10271223,22963026.0044,94241
1605484800000,2020-11-16 00:00:00,SOL/USDT,2.0421,2.3720,1.9859,2.2680,11366459,25528021.9190,105543
1605398400000,2020-11-15 00:00:00,SOL/USDT,1.9206,2.2252,1.9131,2.0431,11659509,24312129.5969,105212
1605312000000,2020-11-14 00:00:00,SOL/USDT,2.0182,2.0381,1.8749,1.9200,6352416,12345298.1356,62551
1605225600000,2020-11-13 00:00:00,SOL/USDT,1.9082,2.0821,1.9000,2.0191,6925383,13798623.5943,63123
1605139200000,2020-11-12 00:00:00,SOL/USDT,2.0012,2.0618,1.8265,1.9083,6848757,13370835.6548,60668
1605052800000,2020-11-11 00:00:00,SOL/USDT,2.2659,2.3041,1.9674,2.0030,7201587,15419449.7600,68708
1604966400000,2020-11-10 00:00:00,SOL/USDT,2.0417,2.3306,2.0088,2.2652,8961990,19639248.1932,78819
1604880000000,2020-11-09 00:00:00,SOL/USDT,2.1571,2.2024,1.9517,2.0393,13460103,27905080.0884,109741
1604793600000,2020-11-08 00:00:00,SOL/USDT,2.0304,2.2868,1.9650,2.1571,16913035,35772427.2032,141847
1604707200000,2020-11-07 00:00:00,SOL/USDT,1.8978,2.5000,1.8324,2.0283,36707735,78792044.1938,262607
