https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1604620800000,2020-11-06 00:00:00,SOL/USDT,1.4015,1.9474,1.3954,1.8998,15848200,27313993.7046,123203
1604534400000,2020-11-05 00:00:00,SOL/USDT,1.3912,1.4890,1.3020,1.4011,7267156,10173397.6613,57867
1604448000000,2020-11-04 00:00:00,SOL/USDT,1.4149,1.4166,1.2737,1.3910,7471679,10157449.5608,61029
1604361600000,2020-11-03 00:00:00,SOL/USDT,1.4729,1.4857,1.4109,1.4131,5470217,7903839.1193,47126
1604275200000,2020-11-02 00:00:00,SOL/USDT,1.6062,1.6426,1.4644,1.4741,5293427,8073370.2685,44915
1604188800000,2020-11-01 00:00:00,SOL/USDT,1.5474,1.6465,1.5132,1.6076,5514776,8643933.2058,64385
1604102400000,2020-10-31 00:00:00,SOL/USDT,1.4367,1.5501,1.4269,1.5472,5962596,8932850.7264,74980
1604016000000,2020-10-30 00:00:00,SOL/USDT,1.4321,1.4677,1.3379,1.4378,7038014,9905406.7293,52871
1603929600000,2020-10-29 00:00:00,SOL/USDT,1.5195,1.5773,1.4146,1.4325,6341465,9497821.0462,49385
1603843200000,2020-10-28 00:00:00,SOL/USDT,1.7131,1.7287,1.4555,1.5196,10242140,15928645.1136,78062
1603756800000,2020-10-27 00:00:00,SOL/USDT,1.6777,1.7542,1.5928,1.7135,7047936,11909663.3027,71933
1603670400000,2020-10-26 00:00:00,SOL/USDT,1.7946,1.8723,1.6162,1.6786,6534261,11511279.0606,86117
1603584000000,2020-10-25 00:00:00,SOL/USDT,1.9179,1.9281,1.7628,1.7937,5740317,10680638.8896,70854
1603497600000,2020-10-24 00:00:00,SOL/USDT,1.9666,1.9734,1.8800,1.9196,4059055,7840448.7392,38673
1603411200000,2020-10-23 00:00:00,SOL/USDT,1.9620,1.9938,1.8502,1.9645,5454719,10579795.2804,57259
1603324800000,2020-10-22 00:00:00,SOL/USDT,1.8933,2.0905,1.8629,1.9619,6143069,12233363.1212,66991
1603238400000,2020-10-21 00:00:00,SOL/USDT,1.8885,2.1098,1.8474,1.8933,10108189,19667366.9314,99565
1603152000000,2020-10-20 00:00:00,SOL/USDT,2.0576,2.1083,1.8457,1.8905,6052367,11803851.5781,70779
1603065600000,2020-10-19 00:00:00,SOL/USDT,2.2167,2.2206,2.0510,2.0578,4834438,10151983.8221,44204
1602979200000,2020-10-18 00:00:00,SOL/USDT,2.2069,2.2649,2.1804,2.2186,3907591,8682494.9529,39678
1602892800000,2020-10-17 00:00:00,SOL/USDT,2.1401,2.2425,2.1100,2.2062,4136722,9074383.2442,41589
1602806400000,2020-10-16 00:00:00,SOL/USDT,2.2668,2.2708,2.1030,2.1404,5792357,12631855.5191,57307
1602720000000,2020-10-15 00:00:00,SOL/USDT,2.3102,2.3443,2.1928,2.2670,4524474,10272754.3248,44350
1602633600000,2020-10-14 00:00:00,SOL/USDT,2.4053,2.4464,2.2337,2.3087,4990767,11684296.8744,47878
1602547200000,2020-10-13 00:00:00,SOL/USDT,2.5820,2.5889,2.3355,2.4048,6883812,16898878.4417,62197
1602460800000,2020-10-12 00:00:00,SOL/USDT,2.4269,2.7096,2.4171,2.5825,6382872,16334052.6261,61354
1602374400000,2020-10-11 00:00:00,SOL/USDT,2.4065,2.4609,2.3378,2.4257,4904544,11809240.0500,46182
1602288000000,2020-10-10 00:00:00,SOL/USDT,2.5356,2.6110,2.3907,2.4070,5487486,13767446.7602,52274
1602201600000,2020-10-09 00:00:00,SOL/USDT,2.3717,2.6289,2.3101,2.5363,6662396,16532541.8150,64175
1602115200000,2020-10-08 00:00:00,SOL/USDT,2.3036,2.4629,2.0117,2.3716,8385420,18833682.9536,75485
1602028800000,2020-10-07 00:00:00,SOL/USDT,2.1725,2.4000,2.0854,2.3027,6627417,14907458.0004,62438
1601942400000,2020-10-06 00:00:00,SOL/USDT,2.6517,2.6610,2.1346,2.1732,5435007,13126402.5772,53388
1601856000000,2020-10-05 00:00:00,SOL/USDT,2.5244,2.6770,2.4561,2.6495,4421463,11373887.1838,47182
1601769600000,2020-10-04 00:00:00,SOL/USDT,2.5447,2.5909,2.4266,2.5236,4641666,11645814.1127,47810
1601683200000,2020-10-03 00:00:00,SOL/USDT,2.6271,2.6689,2.5326,2.5454,4150340,10903898.1881,42300
1601596800000,2020-10-02 00:00:00,SOL/USDT,2.8694,2.8851,2.4224,2.6236,5582857,14729447.9806,60303
1601510400000,2020-10-01 00:00:00,SOL/USDT,2.9008,2.9968,2.6546,2.8701,4852685,13926229.8674,51246
1601424000000,2020-09-30 00:00:00,SOL/USDT,2.9500,2.9890,2.8285,2.9004,3951833,11467953.0826,42623
1601337600000,2020-09-29 00:00:00,SOL/USDT,2.9560,3.0207,2.8740,2.9517,4430934,13108477.3965,46357
1601251200000,2020-09-28 00:00:00,SOL/USDT,3.1596,3.2116,2.8909,2.9564,4954686,15163873.4275,53898
1601164800000,2020-09-27 00:00:00,SOL/USDT,3.1275,3.1883,2.9770,3.1617,4684139,14540686.6560,49903
1601078400000,2020-09-26 00:00:00,SOL/USDT,3.1871,3.2490,3.0170,3.1262,5033808,15670182.4313,54253
1600992000000,2020-09-25 00:00:00,SOL/USDT,3.1314,3.2698,2.8980,3.1821,5925744,18205988.1209,69403
1600905600000,2020-09-24 00:00:00,SOL/USDT,2.8350,3.2538,2.7607,3.1392,6564611,19866295.7720,81955
1600819200000,2020-09-23 00:00:00,SOL/USDT,2.9196,3.0935,2.6863,2.8313,7291781,21084871.2389,84584
1600732800000,2020-09-22 00:00:00,SOL/USDT,2.7544,3.0100,2.6094,2.9183,8942906,25701864.7265,111300
1600646400000,2020-09-21 00:00:00,SOL/USDT,2.8567,3.0300,2.4576,2.7539,6299704,17301567.0659,81971
1600560000000,2020-09-20 00:00:00,SOL/USDT,3.0159,3.0173,2.6876,2.8635,4430783,12699290.7506,53547
1600473600000,2020-09-19 00:00:00,SOL/USDT,3.1080,3.2509,2.9550,3.0193,5004414,15371321.4183,65646
1600387200000,2020-09-18 00:00:00,SOL/USDT,2.8821,3.1500,2.7240,3.1080,6310796,18691804.3569,84568
1600300800000,2020-09-17 00:00:00,SOL/USDT,2.5400,2.9360,2.3569,2.8855,6499338,17030558.1609,85456
1600214400000,2020-09-16 00:00:00,SOL/USDT,2.9299,2.9299,2.4316,2.5395,5698128,14856831.7914,74645
1600128000000,2020-09-15 00:00:00,SOL/USDT,3.2629,3.3258,2.9001,2.9332,4318305,13621711.0385,52431
1600041600000,2020-09-14 00:00:00,SOL/USDT,3.2002,4.9100,3.2002,3.2661,4788171,16036784.4940,64892
