Date,Value
1982-01-01,14.04
1981-12-25,13.99
1981-12-18,13.47
1981-12-11,13.51
1981-12-04,13.1
1981-11-27,12.97
1981-11-20,13.17
1981-11-13,13.41
1981-11-06,14.34
1981-10-30,15.33
1981-10-23,15.37
1981-10-16,15.08
1981-10-09,15.31
1981-10-02,15.95
1981-09-25,15.52
1981-09-18,15.39
1981-09-11,15.72
1981-09-04,15.76
1981-08-28,15.69
1981-08-21,15.13
1981-08-14,14.83
1981-08-07,15.15
1981-07-31,14.8
1981-07-24,14.79
1981-07-17,14.27
1981-07-10,14.22
1981-07-03,14.1
1981-06-26,13.76
1981-06-19,13.49
1981-06-12,13.56
1981-06-05,13.72
1981-05-29,13.81
1981-05-22,14.14
1981-05-15,14.52
1981-05-08,14.64
1981-05-01,14.17
1981-04-24,13.96
1981-04-17,13.89
1981-04-10,13.73
1981-04-03,13.36
1981-03-27,13.42
1981-03-20,12.83
1981-03-13,13.14
1981-03-06,13.56
1981-02-27,13.45
1981-02-20,13.24
1981-02-13,13.45
1981-02-06,13.0
1981-01-30,12.78
1981-01-23,12.85
1981-01-16,12.62
1981-01-09,12.4
1981-01-02,12.43
1980-12-26,12.37
1980-12-19,13.4
1980-12-12,13.38
1980-12-05,13.09
1980-11-28,12.82
1980-11-21,12.74
1980-11-14,12.5
1980-11-07,12.76
1980-10-31,12.45
1980-10-24,11.8
1980-10-17,11.49
1980-10-10,11.44
1980-10-03,11.79
1980-09-26,11.91
1980-09-19,11.6
1980-09-12,11.3
1980-09-05,11.23
1980-08-29,11.65
1980-08-22,11.2
1980-08-15,10.66
1980-08-08,10.39
1980-08-01,10.2
1980-07-25,9.76
1980-07-18,9.76
1980-07-11,9.78
1980-07-04,9.74
1980-06-27,9.47
1980-06-20,9.16
1980-06-13,9.32
1980-06-06,9.8
1980-05-30,9.98
1980-05-23,10.08
1980-05-16,10.16
1980-05-09,10.02
1980-05-02,10.54
1980-04-25,10.93
1980-04-18,11.25
1980-04-11,12.04
1980-04-04,12.74
1980-03-28,13.28
1980-03-21,12.76
1980-03-14,12.76
1980-03-07,13.23
1980-02-29,13.5
1980-02-22,13.16
1980-02-15,12.02
1980-02-08,11.73
1980-02-01,11.17
1980-01-25,10.91
1980-01-18,10.66
1980-01-11,10.57
1980-01-04,10.52
1979-12-28,10.49
1979-12-21,10.39
1979-12-14,10.48
1979-12-07,10.35
1979-11-30,10.4
1979-11-23,10.91
1979-11-16,10.83
1979-11-09,11.03
1979-11-02,11.0
1979-10-26,11.09
1979-10-19,10.56
1979-10-12,10.29
1979-10-05,9.58
1979-09-28,9.41
1979-09-21,9.37
1979-09-14,9.34
1979-09-07,9.38
1979-08-31,9.23
1979-08-24,9.09
1979-08-17,9.0
1979-08-10,8.95
1979-08-03,8.99
1979-07-27,9.0
1979-07-20,8.97
1979-07-13,8.87
1979-07-06,8.74
1979-06-29,8.78
1979-06-22,8.87
1979-06-15,8.82
1979-06-08,8.94
1979-06-01,9.01
1979-05-25,9.08
1979-05-18,9.26
1979-05-11,9.34
1979-05-04,9.34
1979-04-27,9.26
1979-04-20,9.2
1979-04-13,9.23
1979-04-06,9.12
1979-03-30,9.13
1979-03-23,9.15
1979-03-16,9.16
1979-03-09,9.13
1979-03-02,9.22
1979-02-23,9.21
1979-02-16,9.12
1979-02-09,9.05
1979-02-02,8.93
1979-01-26,9.06
1979-01-19,9.21
1979-01-12,9.22
1979-01-05,9.21
1978-12-29,9.22
1978-12-22,9.19
1978-12-15,8.95
1978-12-08,8.86
1978-12-01,8.88
1978-11-24,8.78
1978-11-17,8.76
1978-11-10,8.84
1978-11-03,8.82
1978-10-27,8.69
1978-10-20,8.63
1978-10-13,8.52
1978-10-06,8.56
1978-09-29,8.54
1978-09-22,8.46
1978-09-15,8.33
1978-09-08,8.35
1978-09-01,8.39
1978-08-25,8.36
1978-08-18,8.43
1978-08-11,8.32
1978-08-04,8.4
1978-07-28,8.55
1978-07-21,8.56
1978-07-14,8.57
1978-07-07,8.52
1978-06-30,8.5
1978-06-23,8.46
1978-06-16,8.35
1978-06-09,8.3
1978-06-02,8.34
1978-05-26,8.3
1978-05-19,8.26
1978-05-12,8.25
1978-05-05,8.16
1978-04-28,8.13
1978-04-21,8.04
1978-04-14,8.04
1978-04-07,8.04
1978-03-31,8.02
1978-03-24,7.9
1978-03-17,7.91
1978-03-10,7.94
1978-03-03,7.95
1978-02-24,7.99
1978-02-17,7.99
1978-02-10,7.91
1978-02-03,7.85
1978-01-27,7.89
1978-01-20,7.89
1978-01-13,7.93
1978-01-06,7.72
1977-12-30,7.7
1977-12-23,7.63
1977-12-16,7.56
1977-12-09,7.54
1977-12-02,7.45
1977-11-25,7.42
1977-11-18,7.41
1977-11-11,7.47
1977-11-04,7.56
1977-10-28,7.5
1977-10-21,7.47
1977-10-14,7.47
1977-10-07,7.32
1977-09-30,7.26
1977-09-23,7.22
1977-09-16,7.22
1977-09-09,7.15
1977-09-02,7.11
1977-08-26,7.18
1977-08-19,7.29
1977-08-12,7.3
1977-08-05,7.27
1977-07-29,7.18
1977-07-22,7.12
1977-07-15,7.09
1977-07-08,7.08
1977-07-01,6.98
1977-06-24,7.01
1977-06-17,7.01
1977-06-10,7.13
1977-06-03,7.17
1977-05-27,7.21
1977-05-20,7.25
1977-05-13,7.31
1977-05-06,7.27
1977-04-29,7.14
1977-04-22,7.04
1977-04-15,7.06
1977-04-08,7.22
1977-04-01,7.22
1977-03-25,7.18
1977-03-18,7.17
1977-03-11,7.23
1977-03-04,7.22
1977-02-25,7.24
1977-02-18,7.13
1977-02-11,7.12
1977-02-04,7.17
1977-01-28,7.09
1977-01-21,6.99
1977-01-14,6.97
1977-01-07,6.59
1976-12-31,6.42
1976-12-24,6.4
1976-12-17,6.38
1976-12-10,6.33
1976-12-03,6.36
1976-11-26,6.57
1976-11-19,6.91
1976-11-12,7.05
1976-11-05,7.12
1976-10-29,7.21
1976-10-22,7.09
1976-10-15,7.07
1976-10-08,7.21
1976-10-01,7.37
1976-09-24,7.37
1976-09-17,7.41
1976-09-10,7.45
1976-09-03,7.46
1976-08-27,7.51
1976-08-20,7.56
1976-08-13,7.62
1976-08-06,7.66
1976-07-30,7.71
1976-07-23,7.73
1976-07-16,7.65
1976-07-09,7.72
1976-07-02,7.74
1976-06-25,7.68
1976-06-18,7.74
1976-06-11,7.78
1976-06-04,7.84
1976-05-28,7.89
1976-05-21,7.86
1976-05-14,7.76
1976-05-07,7.59
1976-04-30,7.49
1976-04-23,7.37
1976-04-16,7.35
1976-04-09,7.46
1976-04-02,7.57
1976-03-26,7.57
1976-03-19,7.66
1976-03-12,7.68
1976-03-05,7.75
1976-02-27,7.62
1976-02-20,7.69
1976-02-13,7.79
1976-02-06,7.79
1976-01-30,7.76
1976-01-23,7.71
1976-01-16,7.62
1976-01-09,7.59
1976-01-02,7.66
1975-12-26,7.75
1975-12-19,7.9
1975-12-12,8.14
1975-12-05,8.06
1975-11-28,8.11
1975-11-21,8.08
1975-11-14,7.88
1975-11-07,7.85
1975-10-31,7.87
1975-10-24,7.94
1975-10-17,8.06
1975-10-10,8.19
1975-10-03,8.38
1975-09-26,8.32
1975-09-19,8.5
1975-09-12,8.45
1975-09-05,8.26
1975-08-29,8.31
1975-08-22,8.42
1975-08-15,8.39
1975-08-08,8.38
1975-08-01,8.11
1975-07-25,8.03
1975-07-18,7.94
1975-07-11,7.95
1975-07-04,7.94
1975-06-27,7.85
1975-06-20,7.59
1975-06-13,7.5
1975-06-06,7.79
1975-05-30,7.85
1975-05-23,7.82
1975-05-16,7.89
1975-05-09,7.96
1975-05-02,8.18
1975-04-25,8.19
1975-04-18,8.06
1975-04-11,8.09
1975-04-04,7.93
1975-03-28,7.71
1975-03-21,7.67
1975-03-14,7.5
1975-03-07,7.43
1975-02-28,7.36
1975-02-21,7.18
1975-02-14,7.33
1975-02-07,7.31
1975-01-31,7.49
1975-01-24,7.53
1975-01-17,7.48
1975-01-10,7.33
1975-01-03,7.34
1974-12-27,7.32
1974-12-20,7.21
1974-12-13,7.35
1974-12-06,7.67
1974-11-29,7.59
1974-11-22,7.59
1974-11-15,7.71
1974-11-08,7.79
1974-11-01,7.86
1974-10-25,7.83
1974-10-18,7.89
1974-10-11,7.95
1974-10-04,8.05
1974-09-27,8.03
1974-09-20,8.25
1974-09-13,8.37
1974-09-06,8.44
1974-08-30,8.49
1974-08-23,8.45
1974-08-16,8.38
1974-08-09,8.36
1974-08-02,8.29
1974-07-26,8.06
1974-07-19,8.22
1974-07-12,8.28
1974-07-05,8.14
1974-06-28,8.03
1974-06-21,7.86
1974-06-14,7.83
1974-06-07,7.88
1974-05-31,7.91
1974-05-24,7.9
1974-05-17,7.87
1974-05-10,8.02
1974-05-03,7.97
1974-04-26,7.83
1974-04-19,7.7
1974-04-12,7.72
1974-04-05,7.71
1974-03-29,7.61
1974-03-22,7.48
1974-03-15,7.21
1974-03-08,7.11
1974-03-01,7.02
1974-02-22,6.91
1974-02-15,6.88
1974-02-08,6.89
1974-02-01,6.96
1974-01-25,6.96
1974-01-18,6.88
1974-01-11,6.81
1974-01-04,6.76
1973-12-28,6.77
1973-12-21,6.73
1973-12-14,6.74
1973-12-07,6.84
1973-11-30,6.79
1973-11-23,6.86
1973-11-16,6.99
1973-11-09,6.93
1973-11-02,6.83
1973-10-26,6.79
1973-10-19,6.78
1973-10-12,6.72
1973-10-05,6.83
1973-09-28,6.86
1973-09-21,7.07
1973-09-14,7.25
1973-09-07,7.15
1973-08-31,7.24
1973-08-24,7.39
1973-08-17,7.55
1973-08-10,7.78
1973-08-03,7.67
1973-07-27,7.44
1973-07-20,7.21
1973-07-13,7.07
1973-07-06,7.01
1973-06-29,6.87
1973-06-22,6.79
1973-06-15,6.76
1973-06-08,6.8
1973-06-01,6.88
1973-05-25,6.88
1973-05-18,6.8
1973-05-11,6.79
1973-05-04,6.79
1973-04-27,6.71
1973-04-20,6.64
1973-04-13,6.6
1973-04-06,6.7
1973-03-30,6.71
1973-03-23,6.82
1973-03-16,6.8
1973-03-09,6.74
1973-03-02,6.68
1973-02-23,6.63
1973-02-16,6.56
1973-02-09,6.59
1973-02-02,6.48
1973-01-26,6.41
1973-01-19,6.35
1973-01-12,6.34
1973-01-05,6.3
1972-12-29,6.26
1972-12-22,6.22
1972-12-15,6.18
1972-12-08,6.18
1972-12-01,6.17
1972-11-24,6.15
1972-11-17,6.15
1972-11-10,6.2
1972-11-03,6.29
1972-10-27,6.31
1972-10-20,6.37
1972-10-13,6.36
1972-10-06,6.37
1972-09-29,6.39
1972-09-22,6.42
1972-09-15,6.48
1972-09-08,6.44
1972-09-01,6.35
1972-08-25,6.21
1972-08-18,6.16
1972-08-11,6.14
1972-08-04,6.12
1972-07-28,6.11
1972-07-21,6.08
1972-07-14,6.09
1972-07-07,6.1
1972-06-30,6.1
1972-06-23,6.05
1972-06-16,6.04
1972-06-09,6.05
1972-06-02,6.01
1972-05-26,6.02
1972-05-19,6.08
1972-05-12,6.12
1972-05-05,6.1
1972-04-28,6.14
1972-04-21,6.24
1972-04-14,6.27
1972-04-07,6.23
1972-03-31,6.14
1972-03-24,6.1
1972-03-17,6.09
1972-03-10,5.98
1972-03-03,5.94
1972-02-25,5.95
1972-02-18,5.95
1972-02-11,6.03
1972-02-04,6.04
1972-01-28,6.01
1972-01-21,5.92
1972-01-14,5.8
1972-01-07,5.88
1971-12-31,5.86
1971-12-24,5.99
1971-12-17,6.01
1971-12-10,6.01
1971-12-03,6.03
1971-11-26,6.06
1971-11-19,5.89
1971-11-12,5.91
1971-11-05,5.84
1971-10-29,5.92
1971-10-22,5.94
1971-10-15,5.93
1971-10-08,6.08
1971-10-01,6.16
1971-09-24,6.26
1971-09-17,6.23
1971-09-10,6.16
1971-09-03,6.2
1971-08-27,6.38
1971-08-20,6.37
1971-08-13,7.03
1971-08-06,7.06
1971-07-30,7.05
1971-07-23,6.94
1971-07-16,6.81
1971-07-09,6.88
1971-07-02,6.89
1971-06-25,6.72
1971-06-18,6.77
1971-06-11,6.56
1971-06-04,6.34
1971-05-28,6.42
1971-05-21,6.6
1971-05-14,6.38
1971-05-07,6.28
1971-04-30,6.09
1971-04-23,6.02
1971-04-16,5.84
1971-04-09,5.62
1971-04-02,5.41
1971-03-26,5.2
1971-03-19,5.3
1971-03-12,5.49
1971-03-05,5.74
1971-02-26,5.78
1971-02-19,5.86
1971-02-12,6.02
1971-02-05,6.08
1971-01-29,6.06
1971-01-22,6.07
1971-01-15,6.2
1971-01-08,6.32
1971-01-01,6.27
1970-12-25,6.32
1970-12-18,6.17
1970-12-11,6.18
1970-12-04,6.27
1970-11-27,6.34
1970-11-20,6.7
1970-11-13,6.99
1970-11-06,7.12
1970-10-30,7.29
1970-10-23,7.4
1970-10-16,7.32
1970-10-09,7.28
1970-10-02,7.32
1970-09-25,7.28
1970-09-18,7.41
1970-09-11,7.52
1970-09-04,7.5
1970-08-28,7.48
1970-08-21,7.65
1970-08-14,7.66
1970-08-07,7.6
1970-07-31,7.58
1970-07-24,7.57
1970-07-17,7.62
1970-07-10,7.65
1970-07-03,7.73
1970-06-26,7.82
1970-06-19,7.93
1970-06-12,7.88
1970-06-05,7.76
1970-05-29,7.97
1970-05-22,7.91
1970-05-15,7.91
1970-05-08,7.93
1970-05-01,7.88
1970-04-24,7.6
1970-04-17,7.34
1970-04-10,7.24
1970-04-03,7.15
1970-03-27,7.03
1970-03-20,7.25
1970-03-13,7.11
1970-03-06,7.11
1970-02-27,7.23
1970-02-20,7.4
1970-02-13,7.62
1970-02-06,7.77
1970-01-30,7.82
1970-01-23,7.68
1970-01-16,7.7
1970-01-09,7.74
1970-01-02,7.69
1969-12-26,7.62
1969-12-19,7.59
1969-12-12,7.46
1969-12-05,7.26
1969-11-28,7.26
1969-11-21,7.27
1969-11-14,7.09
1969-11-07,7.02
1969-10-31,7.0
1969-10-24,6.94
1969-10-17,7.23
1969-10-10,7.53
1969-10-03,7.69
1969-09-26,7.54
1969-09-19,7.39
1969-09-12,7.22
1969-09-05,7.09
1969-08-29,6.92
1969-08-22,6.77
1969-08-15,6.79
1969-08-08,6.68
1969-08-01,6.77
1969-07-25,6.77
1969-07-18,6.76
1969-07-11,6.84
1969-07-04,6.87
