https://www.CryptoDataDownload.com,,,,,,,,,
unix,date,symbol,open,high,low,close,Volume DOT,Volume USDT,tradecount
1.60652E+12,11/28/2020 0:00,DOT/USDT,4.809,4.955,4.669,4.888,8428910.8,40632159.8,115936
1.60644E+12,11/27/2020 0:00,DOT/USDT,4.805,5.074,4.507,4.81,11243818.4,53718741.99,175352
1.60635E+12,11/26/2020 0:00,DOT/USDT,5.306,5.379,4.43,4.804,26341446.8,126715475,354137
1.60626E+12,11/25/2020 0:00,DOT/USDT,5.747,5.849,5.108,5.306,17482952.4,96732295.37,214639
1.60618E+12,11/24/2020 0:00,DOT/USDT,5.92,6.114,5.502,5.747,25837968.1,151406175.3,307711
1.60609E+12,11/23/2020 0:00,DOT/USDT,5.526,6,5.421,5.919,24914371.9,143211989.1,294293
1.606E+12,11/22/2020 0:00,DOT/USDT,5.795,5.876,5.167,5.525,21964164.1,121367034.1,263789
1.60592E+12,11/21/2020 0:00,DOT/USDT,5.234,5.832,5.128,5.796,24807643.3,136291575.8,284547
1.60583E+12,11/20/2020 0:00,DOT/USDT,4.759,5.481,4.741,5.234,27612938.7,145104509.3,298392
1.60574E+12,11/19/2020 0:00,DOT/USDT,4.682,4.858,4.539,4.759,10079058.3,47540742.61,136351
1.60566E+12,11/18/2020 0:00,DOT/USDT,4.864,4.953,4.4,4.682,16570102.1,78043789.58,201365
1.60557E+12,11/17/2020 0:00,DOT/USDT,4.501,4.95,4.491,4.864,22824103,109173374.9,277611
1.60548E+12,11/16/2020 0:00,DOT/USDT,4.369,4.604,4.336,4.502,12131373.2,54226471.52,130677
1.6054E+12,11/15/2020 0:00,DOT/USDT,4.467,4.509,4.302,4.366,8876203.6,39207123.48,94995
1.60531E+12,11/14/2020 0:00,DOT/USDT,4.543,4.559,4.353,4.465,7048928.1,31412279.1,75767
1.60523E+12,11/13/2020 0:00,DOT/USDT,4.406,4.597,4.368,4.543,8344282.1,37292009.26,129058
1.60514E+12,11/12/2020 0:00,DOT/USDT,4.449,4.479,4.31,4.405,5993160.6,26261402.7,79700
1.60505E+12,11/11/2020 0:00,DOT/USDT,4.424,4.635,4.414,4.45,8980090.5,40444015.47,108562
1.60497E+12,11/10/2020 0:00,DOT/USDT,4.349,4.509,4.303,4.422,7862750.1,34588074.2,95325
1.60488E+12,11/9/2020 0:00,DOT/USDT,4.372,4.466,4.238,4.349,8799504.9,38295036.2,102338
1.60479E+12,11/8/2020 0:00,DOT/USDT,4.234,4.431,4.127,4.373,9744221,42091514.94,94031
1.60471E+12,11/7/2020 0:00,DOT/USDT,4.585,4.866,4.078,4.235,20256437.4,89959496.37,200421
1.60462E+12,11/6/2020 0:00,DOT/USDT,4.224,4.645,4.201,4.587,12754179.9,56871552.05,148339
1.60453E+12,11/5/2020 0:00,DOT/USDT,4.097,4.303,4.008,4.224,10263880.4,42764255.55,121321
1.60445E+12,11/4/2020 0:00,DOT/USDT,4.033,4.155,3.887,4.096,11005075.9,44143001.08,121661
1.60436E+12,11/3/2020 0:00,DOT/USDT,4.026,4.068,3.877,4.033,9641198,38170397.03,101383
1.60428E+12,11/2/2020 0:00,DOT/USDT,4.22,4.264,3.957,4.026,10764650.7,44072927.4,98014
1.60419E+12,11/1/2020 0:00,DOT/USDT,4.181,4.224,4.104,4.218,4507314.7,18773815.68,55422
1.6041E+12,10/31/2020 0:00,DOT/USDT,4.08,4.281,4.054,4.18,6751670.7,28292507.26,72562
1.60402E+12,10/30/2020 0:00,DOT/USDT,4.054,4.161,3.908,4.081,10743311.6,43496924.67,119560
1.60393E+12,10/29/2020 0:00,DOT/USDT,4.356,4.411,3.822,4.055,18536282.2,76989903.01,169199
1.60384E+12,10/28/2020 0:00,DOT/USDT,4.677,4.784,4.23,4.358,15525273.3,69299169.76,152054
1.60376E+12,10/27/2020 0:00,DOT/USDT,4.703,4.939,4.641,4.677,18254991.3,87174770.14,174894
1.60367E+12,10/26/2020 0:00,DOT/USDT,4.333,4.751,4.289,4.702,23157749.7,105267836.3,224257
1.60358E+12,10/25/2020 0:00,DOT/USDT,4.351,4.451,4.257,4.33,7512771.4,32668114.77,74233
1.6035E+12,10/24/2020 0:00,DOT/USDT,4.265,4.439,4.242,4.352,10436586.4,45562625.21,99485
